Months,Country,Year,Value,Source,Notes,ISO3
June,Barbados,2000,94.49,275,"2822,5931",BRB
June,Cuba,2000,100.2,,,CUB
June,Dominica,2000,81.356,936,5910,DMA
June,Grenada,2000,76.21539,937,5910,GRD
June,Guyana,2000,56.894,938,"5938,5958",GUY
June,Haiti,2000,45.9724,276,"2831,5962",HTI
June,Jamaica,2000,54.5,277,"2833,5941",JAM
June,Dominican Republic,2000,30.44799864,270,"5947,2839",DOM
June,Saint Vincent and the Grenadines,2000,75.2992,940,5910,VCT
June,Saint Lucia,2000,82.12552,925,"5948,2840",LCA
June,Suriname,2000,369.079,926,"5949,2841",SUR
June,Trinidad and Tobago,2000,88.66799,278,"5950,2842",TTO
July,Bahamas,2000,80.75,274,"3775,5930",BHS
July,Barbados,2000,95.23,275,"2822,5931",BRB
July,Cuba,2000,101.1,,,CUB
July,Dominica,2000,81.461,936,5910,DMA
July,Grenada,2000,76.64483,937,5910,GRD
July,Guyana,2000,57.801,938,"5938,5958",GUY
July,Haiti,2000,46.4597,276,"5962,2831",HTI
July,Jamaica,2000,55,277,"5941,2833",JAM
July,Dominican Republic,2000,30.58719923,270,"2839,5947",DOM
July,Saint Vincent and the Grenadines,2000,75.50233,940,5910,VCT
July,Saint Lucia,2000,82.96352,925,"2840,5948",LCA
July,Suriname,2000,386.799,926,"5949,2841",SUR
July,Trinidad and Tobago,2000,88.66799,278,"2842,5950",TTO
August,Bahamas,2000,80.74,274,"5930,3775",BHS
August,Barbados,2000,96.464,275,"2822,5931",BRB
August,Belize,2000,77.323,934,"1011,5952",BLZ
August,Cuba,2000,99.7,,,CUB
August,Dominica,2000,81.28,936,5910,DMA
August,Grenada,2000,76.86135,937,5910,GRD
August,Guyana,2000,58.491,938,"5938,5958",GUY
August,Haiti,2000,47.1287,276,"5962,2831",HTI
August,Jamaica,2000,55.5,277,"2833,5941",JAM
August,Dominican Republic,2000,30.93662112,270,"2839,5947",DOM
August,Saint Vincent and the Grenadines,2000,75.50233,940,5910,VCT
August,Saint Lucia,2000,82.61842,925,"5948,2840",LCA
August,Suriname,2000,402.781,926,"2841,5949",SUR
August,Trinidad and Tobago,2000,88.73426,278,"2842,5950",TTO
September,Bahamas,2000,80.8,274,"3775,5930",BHS
September,Barbados,2000,97.451,275,"2822,5931",BRB
September,Cuba,2000,99.7,,,CUB
September,Dominica,2000,81.333,936,5910,DMA
September,Grenada,2000,78.39989,937,5910,GRD
September,Guyana,2000,58.599,938,"5938,5958",GUY
September,Haiti,2000,48.6651,276,"2831,5962",HTI
September,Jamaica,2000,56.1,277,"5941,2833",JAM
September,Dominican Republic,2000,32.12692821,270,"2839,5947",DOM
September,Saint Vincent and the Grenadines,2000,75.62407,940,5910,VCT
September,Saint Lucia,2000,81.13959,925,"2840,5948",LCA
September,Suriname,2000,437.084,926,"2841,5949",SUR
September,Trinidad and Tobago,2000,89.79457,278,"2842,5950",TTO
December,Trinidad and Tobago,2000,93.03,278,"2842,5950",TTO
October,Bahamas,2000,80.99,274,"3775,5930",BHS
October,Barbados,2000,98.602,275,"2822,5931",BRB
October,Cuba,2000,96.9,,,CUB
October,Dominica,2000,81.468,936,5910,DMA
October,Grenada,2000,78.53396,937,5910,GRD
October,Guyana,2000,58.418,938,"5958,5938",GUY
October,Haiti,2000,50.1689,276,"2831,5962",HTI
October,Jamaica,2000,56.1,277,"2833,5941",JAM
October,Dominican Republic,2000,32.21215306,270,"2839,5947",DOM
October,Saint Vincent and the Grenadines,2000,75.21781,940,5910,VCT
October,Saint Lucia,2000,82.3227,925,"2840,5948",LCA
October,Suriname,2000,535.344,926,"2841,5949",SUR
October,Trinidad and Tobago,2000,90.65606,278,"2842,5950",TTO
November,Bahamas,2000,91.12,274,"3775,5930",BHS
November,Barbados,2000,99.342,275,"2822,5931",BRB
November,Belize,2000,77.583,934,"1011,5952",BLZ
November,Cuba,2000,100.3,,,CUB
November,Dominica,2000,81.37,936,5910,DMA
November,Grenada,2000,78.84439,937,5910,GRD
November,Guyana,2000,58.491,938,"5958,5938",GUY
November,Haiti,2000,50.791,276,"2831,5962",HTI
November,Jamaica,2000,56.2,277,"2833,5941",JAM
November,Dominican Republic,2000,32.3655578,270,"5947,2839",DOM
November,Saint Vincent and the Grenadines,2000,74.85189,940,5910,VCT
November,Saint Lucia,2000,83.11144,925,"5948,2840",LCA
November,Suriname,2000,543.383,926,"2841,5949",SUR
November,Trinidad and Tobago,2000,90.65034,278,"5950,2842",TTO
December,Bahamas,2000,81.15,274,"3775,5930",BHS
December,Barbados,2000,99.013,275,"2822,5931",BRB
December,Cuba,2000,97.7,,,CUB
December,Dominica,2000,81.603,936,5910,DMA
December,Grenada,2000,79.17418,937,5910,GRD
December,Guyana,2000,59.144,938,"5958,5938",GUY
December,Haiti,2000,51.2786,276,"2831,5962",HTI
December,Jamaica,2000,55.8,277,"2833,5941",JAM
December,Dominican Republic,2000,32.72350217,270,"5947,2839",DOM
December,Saint Vincent and the Grenadines,2000,76.07068,940,5910,VCT
December,Saint Lucia,2000,82.96352,925,"5948,2840",LCA
December,Suriname,2000,536.94,926,"5949,2841",SUR
May,Dominican Republic,2000,30.15255248,270,"2839,5947",DOM
January,Bahamas,2000,80.47,274,"3775,5930",BHS
January,Barbados,2000,95.066,275,"2822,5931",BRB
January,Cuba,2000,104.4,,,CUB
January,Dominica,2000,80.445,936,5910,DMA
January,Grenada,2000,76.27489,937,5910,GRD
January,Guyana,2000,56.495,938,"5938,5958",GUY
January,Haiti,2000,43.5751,276,"2831,5962",HTI
January,Jamaica,2000,52.8,277,"2833,5941",JAM
January,Dominican Republic,2000,30.3940229,270,"2839,5947",DOM
January,Saint Vincent and the Grenadines,2000,75.74581,940,5910,VCT
January,Saint Lucia,2000,81.68188,925,"2840,5948",LCA
January,Trinidad and Tobago,2000,88.46918,278,"2842,5950",TTO
February,Bahamas,2000,80.59,274,"3775,5930",BHS
February,Barbados,2000,94.49,275,"5931,2822",BRB
February,Belize,2000,76.933,934,"1011,5952",BLZ
February,Cuba,2000,102.8,,,CUB
February,Dominica,2000,80.52,936,5910,DMA
February,Grenada,2000,76.04691,937,5910,GRD
February,Guyana,2000,57.366,938,"5958,5938",GUY
February,Haiti,2000,44.0664,276,"2831,5962",HTI
February,Jamaica,2000,53,277,"2833,5941",JAM
February,Dominican Republic,2000,30.1241442,270,"2839,5947",DOM
February,Saint Vincent and the Grenadines,2000,75.94894,940,5910,VCT
February,Saint Lucia,2000,81.82979,925,"2840,5948",LCA
February,Trinidad and Tobago,2000,87.76143,278,"5950,2842",TTO
March,Bahamas,2000,80.62,274,"3775,5930",BHS
March,Barbados,2000,93.75,275,"2822,5931",BRB
March,Cuba,2000,100.3,,,CUB
March,Dominica,2000,80.647,936,5910,DMA
March,Grenada,2000,76.24406,937,5910,GRD
March,Guyana,2000,56.713,938,"5938,5958",GUY
March,Haiti,2000,44.9681,276,"2831,5962",HTI
March,Jamaica,2000,53.3,277,"2833,5941",JAM
March,Dominican Republic,2000,30.10994006,270,"5947,2839",DOM
March,Saint Vincent and the Grenadines,2000,75.2992,940,5910,VCT
March,Saint Lucia,2000,82.6678,925,"2840,5948",LCA
March,Trinidad and Tobago,2000,87.54142,278,"5950,2842",TTO
April,Bahamas,2000,80.72,274,"5930,3775",BHS
April,Barbados,2000,93.503,275,"2822,5931",BRB
April,Cuba,2000,99.6,,,CUB
April,Dominica,2000,80.881,936,5910,DMA
April,Grenada,2000,76.29138,937,5910,GRD
April,Guyana,2000,56.35,938,"5938,5958",GUY
April,Haiti,2000,45.4189,276,"2831,5962",HTI
April,Jamaica,2000,53.8,277,"2833,5941",JAM
April,Dominican Republic,2000,30.12982586,270,"5947,2839",DOM
April,Saint Vincent and the Grenadines,2000,74.32459,940,5910,VCT
April,Saint Lucia,2000,82.76634,925,"2840,5948",LCA
April,Suriname,2000,323.826,926,"2841,5949",SUR
April,Trinidad and Tobago,2000,88.40292,278,"2842,5950",TTO
May,Bahamas,2000,80.73,274,"3775,5930",BHS
May,Barbados,2000,94.243,275,"2822,5931",BRB
May,Belize,2000,76.933,934,"5952,1011",BLZ
May,Cuba,2000,100.5,,,CUB
May,Dominica,2000,80.987,936,5910,DMA
May,Grenada,2000,76.27991,937,5910,GRD
May,Guyana,2000,56.313,938,"5938,5958",GUY
May,Haiti,2000,45.6646,276,"2831,5962",HTI
May,Jamaica,2000,54,277,"5941,2833",JAM
December,Antigua and Barbuda,2001,100.79,931,,ATG
September,Antigua and Barbuda,2001,100.34,931,,ATG
June,Antigua and Barbuda,2001,99.99,931,,ATG
December,Trinidad and Tobago,2001,96.02386,278,"2842,5950",TTO
December,Saint Lucia,2001,87.49866,925,"2840,5948",LCA
December,Saint Vincent and the Grenadines,2001,74.77252,940,5910,VCT
December,Dominican Republic,2001,34.15812051,270,"2839,5947",DOM
December,Jamaica,2001,60.6,277,"5941,2833",JAM
December,Haiti,2001,55.66,276,"5962,2831",HTI
December,Guyana,2001,60.051,938,"5938,5958",GUY
December,Grenada,2001,78.62214,937,5910,GRD
December,Dominica,2001,81.47,936,5910,DMA
December,Cuba,2001,96.3,,,CUB
December,Barbados,2001,98.7,275,"2822,5931",BRB
December,Bahamas,2001,83.54,274,"3775,5930",BHS
November,Trinidad and Tobago,2001,95.36117,278,"5950,2842",TTO
November,Saint Lucia,2001,87.79448,925,"2840,5948",LCA
November,Saint Vincent and the Grenadines,2001,75.31089,940,5910,VCT
November,Dominican Republic,2001,34.07573648,270,"2839,5947",DOM
November,Jamaica,2001,60.4,277,"2833,5941",JAM
November,Haiti,2001,55.3,276,"2831,5962",HTI
November,Guyana,2001,59.942,938,"5958,5938",GUY
November,Grenada,2001,78.60637,937,5910,GRD
November,Dominica,2001,81.203,936,5910,DMA
November,Cuba,2001,104.6,,,CUB
November,Belize,2001,78.298,934,"1011,5952",BLZ
November,Barbados,2001,99.1,275,"2822,5931",BRB
November,Bahamas,2001,83.51,274,"3775,5930",BHS
October,Trinidad and Tobago,2001,95.22863,278,"2842,5950",TTO
October,Saint Lucia,2001,86.61138,925,"5948,2840",LCA
October,Saint Vincent and the Grenadines,2001,75.12891,940,5910,VCT
October,Dominican Republic,2001,34.10982643,270,"2839,5947",DOM
October,Jamaica,2001,60.4,277,"2833,5941",JAM
October,Haiti,2001,55,276,"2831,5962",HTI
October,Guyana,2001,59.652,938,"5938,5958",GUY
October,Grenada,2001,78.51962,937,5910,GRD
October,Dominica,2001,81.527,936,5910,DMA
October,Cuba,2001,105.7,,,CUB
October,Barbados,2001,99.2,275,"2822,5931",BRB
October,Bahamas,2001,83.51,274,"3775,5930",BHS
September,Trinidad and Tobago,2001,95.02982,278,"2842,5950",TTO
September,Saint Lucia,2001,87.20293,925,"2840,5948",LCA
September,Saint Vincent and the Grenadines,2001,75.80376,940,5910,VCT
September,Dominican Republic,2001,34.02460157,270,"2839,5947",DOM
September,Jamaica,2001,59.9,277,"5941,2833",JAM
September,Haiti,2001,54.19,276,"5962,2831",HTI
September,Guyana,2001,59.47,938,"5958,5938",GUY
September,Grenada,2001,78.65297,937,5910,GRD
September,Dominica,2001,81.065,936,5910,DMA
September,Cuba,2001,118.3,,,CUB
September,Barbados,2001,99.6,275,"5931,2822",BRB
September,Bahamas,2001,82.46,274,"5930,3775",BHS
August,Trinidad and Tobago,2001,95.2949,278,"2842,5950",TTO
August,Saint Lucia,2001,87.05502,925,"2840,5948",LCA
August,Saint Vincent and the Grenadines,2001,75.25023,940,5910,VCT
August,Dominican Republic,2001,33.71779211,270,"2839,5947",DOM
August,Jamaica,2001,59.4,277,"2833,5941",JAM
August,Haiti,2001,53.69,276,"2831,5962",HTI
August,Guyana,2001,59.325,938,"5958,5938",GUY
August,Grenada,2001,78.51962,937,5910,GRD
August,Dominica,2001,81.648,936,5910,DMA
August,Cuba,2001,117.4,,,CUB
August,Belize,2001,78.038,934,"1011,5952",BLZ
August,Barbados,2001,99.8,275,"2822,5931",BRB
August,Bahamas,2001,82.48,274,"3775,5930",BHS
July,Trinidad and Tobago,2001,94.30086,278,"2842,5950",TTO
July,Saint Lucia,2001,87.5973,925,"5948,2840",LCA
July,Saint Vincent and the Grenadines,2001,75.53837,940,5910,VCT
July,Dominican Republic,2001,33.47064004,270,"2839,5947",DOM
July,Jamaica,2001,58.9,277,"2833,5941",JAM
July,Haiti,2001,53.71,276,"2831,5962",HTI
July,Guyana,2001,58.999,938,"5958,5938",GUY
July,Grenada,2001,78.57483,937,5910,GRD
July,Dominica,2001,81.535,936,5910,DMA
July,Cuba,2001,117.5,,,CUB
July,Barbados,2001,100,275,"2822,5931",BRB
July,Bahamas,2001,82.46,274,"3775,5930",BHS
June,Trinidad and Tobago,2001,94.36713,278,"2842,5950",TTO
June,Saint Lucia,2001,87.64657,925,"2840,5948",LCA
June,Saint Vincent and the Grenadines,2001,74.66636,940,5910,VCT
June,Dominican Republic,2001,33.55018323,270,"5947,2839",DOM
June,Jamaica,2001,58.3,277,"2833,5941",JAM
June,Haiti,2001,53.72,276,"2831,5962",HTI
June,Guyana,2001,58.89,938,"5938,5958",GUY
June,Grenada,2001,78.39416,937,5910,GRD
June,Dominica,2001,81.543,936,5910,DMA
June,Cuba,2001,116.6,,,CUB
June,Barbados,2001,99.26,275,"2822,5931",BRB
June,Bahamas,2001,82.48,274,"3775,5930",BHS
May,Trinidad and Tobago,2001,93.10802,278,"2842,5950",TTO
May,Saint Lucia,2001,86.66065,925,"2840,5948",LCA
May,Saint Vincent and the Grenadines,2001,75.24264,940,5910,VCT
May,Dominican Republic,2001,33.74051874,270,"5947,2839",DOM
May,Jamaica,2001,57.4,277,"5941,2833",JAM
May,Haiti,2001,53.17,276,"2831,5962",HTI
May,Guyana,2001,58.853,938,"5958,5938",GUY
May,Grenada,2001,78.26869,937,5910,GRD
May,Dominica,2001,81.365,936,5910,DMA
January,Bahamas,2001,81.3,274,"5930,3775",BHS
January,Barbados,2001,97.944,275,"2822,5931",BRB
January,Cuba,2001,112.1,,,CUB
January,Dominica,2001,80.952,936,5910,DMA
January,Grenada,2001,78.45725,937,5910,GRD
January,Guyana,2001,58.672,938,"5938,5958",GUY
January,Haiti,2001,51.6683,276,"2831,5962",HTI
January,Jamaica,2001,55.8,277,"5941,2833",JAM
January,Dominican Republic,2001,33.54166075,270,"2839,5947",DOM
January,Saint Vincent and the Grenadines,2001,75.82651,940,5910,VCT
January,Saint Lucia,2001,85.42827,925,"2840,5948",LCA
January,Trinidad and Tobago,2001,92.7104,278,"2842,5950",TTO
February,Bahamas,2001,81.79,274,"5930,3775",BHS
February,Barbados,2001,96.957,275,"2822,5931",BRB
February,Belize,2001,77.778,934,"1011,5952",BLZ
February,Cuba,2001,116.8,,,CUB
February,Dominica,2001,81.073,936,5910,DMA
February,Grenada,2001,78.30812,937,5910,GRD
February,Guyana,2001,58.345,938,"5938,5958",GUY
February,Haiti,2001,52.03,276,"2831,5962",HTI
February,Jamaica,2001,56.5,277,"5941,2833",JAM
February,Dominican Republic,2001,33.587114,270,"2839,5947",DOM
February,Saint Vincent and the Grenadines,2001,75.28056,940,5910,VCT
February,Saint Lucia,2001,85.52692,925,"2840,5948",LCA
February,Trinidad and Tobago,2001,93.1014,278,"2842,5950",TTO
March,Bahamas,2001,81.79,274,"5930,3775",BHS
March,Barbados,2001,96.875,275,"5931,2822",BRB
March,Cuba,2001,113,,,CUB
March,Dominica,2001,81.413,936,5910,DMA
March,Grenada,2001,78.16689,937,5910,GRD
March,Guyana,2001,58.491,938,"5938,5958",GUY
March,Haiti,2001,52.47,276,"5962,2831",HTI
March,Jamaica,2001,56.6,277,"5941,2833",JAM
March,Dominican Republic,2001,33.44507258,270,"2839,5947",DOM
March,Saint Vincent and the Grenadines,2001,75.25023,940,5910,VCT
March,Saint Lucia,2001,85.82264,925,"2840,5948",LCA
March,Trinidad and Tobago,2001,92.75679,278,"2842,5950",TTO
April,Bahamas,2001,82.07,274,"5930,3775",BHS
April,Barbados,2001,97.368,275,"5931,2822",BRB
April,Cuba,2001,113.7,,,CUB
April,Dominica,2001,81.073,936,5910,DMA
April,Grenada,2001,78.22209,937,5910,GRD
April,Guyana,2001,58.817,938,"5938,5958",GUY
April,Haiti,2001,52.88,276,"5962,2831",HTI
April,Jamaica,2001,57,277,"2833,5941",JAM
April,Dominican Republic,2001,33.65245306,270,"2839,5947",DOM
April,Saint Vincent and the Grenadines,2001,75.47012,940,5910,VCT
April,Saint Lucia,2001,86.85783,925,"2840,5948",LCA
April,Trinidad and Tobago,2001,92.97548,278,"5950,2842",TTO
May,Bahamas,2001,82.42,274,"3775,5930",BHS
May,Barbados,2001,99.095,275,"2822,5931",BRB
May,Belize,2001,78.233,934,"5952,1011",BLZ
May,Cuba,2001,115,,,CUB
March,Saint Kitts and Nevis,2001,74.41555,939,5910,KNA
June,Saint Kitts and Nevis,2001,74.73467,939,5910,KNA
September,Saint Kitts and Nevis,2001,75.21707,939,5910,KNA
December,Saint Kitts and Nevis,2001,75.51393,939,5910,KNA
January,Montserrat,2001,186.4,,,MSR
February,Montserrat,2001,188.8,,,MSR
March,Montserrat,2001,192.6,,,MSR
April,Montserrat,2001,191.2,,,MSR
May,Montserrat,2001,190.5,,,MSR
June,Montserrat,2001,190.4,,,MSR
July,Montserrat,2001,190.1,,,MSR
August,Montserrat,2001,190.2,,,MSR
September,Montserrat,2001,191.2,,,MSR
October,Montserrat,2001,192.1,,,MSR
November,Montserrat,2001,192.3,,,MSR
December,Montserrat,2001,192.3,,,MSR
March,Antigua and Barbuda,2001,100.06,931,,ATG
January,Bahamas,2002,83.7,274,"5930,3775",BHS
January,Barbados,2002,98.8,275,"2822,5931",BRB
January,Cuba,2002,103.4,,,CUB
March,Antigua and Barbuda,2002,102.33,931,,ATG
June,Antigua and Barbuda,2002,103.11,931,,ATG
September,Antigua and Barbuda,2002,102.45,931,,ATG
December,Antigua and Barbuda,2002,103.36,931,,ATG
December,Bahamas,2002,85.1,274,"3775,5930",BHS
December,Barbados,2002,99.6,275,"2822,5931",BRB
December,Cuba,2002,103.3,,,CUB
January,Dominica,2002,81.3,936,5910,DMA
January,Grenada,2002,78.68,937,5910,GRD
January,Guyana,2002,59.724,938,"5958,5938",GUY
January,Haiti,2002,56.28,276,"2831,5962",HTI
January,Jamaica,2002,60.9,277,"2833,5941",JAM
January,Dominican Republic,2002,34.35129684,270,"5947,2839",DOM
January,Saint Vincent and the Grenadines,2002,77.26721,940,5910,VCT
January,Saint Lucia,2002,85.32973,925,"2840,5948",LCA
January,Trinidad and Tobago,2002,97.54805,278,"5950,2842",TTO
February,Bahamas,2002,83.53,274,"3775,5930",BHS
February,Barbados,2002,99,275,"5931,2822",BRB
February,Belize,2002,78.493,934,"1011,5952",BLZ
February,Cuba,2002,102.8,,,CUB
February,Dominica,2002,81.316,936,5910,DMA
February,Grenada,2002,78.41,937,5910,GRD
February,Guyana,2002,61.248,938,"5958,5938",GUY
February,Haiti,2002,56.55,276,"2831,5962",HTI
February,Jamaica,2002,60.9,277,"5941,2833",JAM
February,Dominican Republic,2002,34.36550098,270,"2839,5947",DOM
February,Saint Vincent and the Grenadines,2002,77.19139,940,5910,VCT
February,Saint Lucia,2002,85.57619,925,"2840,5948",LCA
February,Trinidad and Tobago,2002,97.15043,278,"2842,5950",TTO
March,Bahamas,2002,83.64,274,"3775,5930",BHS
March,Barbados,2002,98.5,275,"2822,5931",BRB
March,Cuba,2002,103.4,,,CUB
March,Dominica,2002,81.656,936,5910,DMA
March,Grenada,2002,78.45,937,5910,GRD
March,Guyana,2002,60.885,938,"5938,5958",GUY
March,Haiti,2002,56.97,276,"2831,5962",HTI
March,Jamaica,2002,61,277,"5941,2833",JAM
March,Dominican Republic,2002,34.7575353,270,"5947,2839",DOM
March,Saint Vincent and the Grenadines,2002,77.03973,940,5910,VCT
March,Saint Lucia,2002,86.56211,925,"5948,2840",LCA
March,Trinidad and Tobago,2002,96.75282,278,"5950,2842",TTO
April,Bahamas,2002,83.66,274,"3775,5930",BHS
April,Barbados,2002,98.5,275,"5931,2822",BRB
December,Dominica,2002,81.762,936,5910,DMA
December,Grenada,2002,80.53,937,5910,GRD
December,Guyana,2002,63.679,938,"5938,5958",GUY
December,Haiti,2002,64.83,276,"2831,5962",HTI
December,Jamaica,2002,65,277,"2833,5941",JAM
December,Dominican Republic,2002,37.74892759,270,"2839,5947",DOM
December,Saint Vincent and the Grenadines,2002,76.58477,940,5910,VCT
December,Saint Lucia,2002,86.9071,925,"2840,5948",LCA
December,Trinidad and Tobago,2002,100.13254,278,"2842,5950",TTO
November,Saint Lucia,2002,86.46347,925,"2840,5948",LCA
November,Saint Vincent and the Grenadines,2002,75.90234,940,5910,VCT
November,Dominican Republic,2002,37.07565126,270,"2839,5947",DOM
December,Montserrat,2002,199,,,MSR
November,Montserrat,2002,199.9,,,MSR
October,Montserrat,2002,199.8,,,MSR
September,Montserrat,2002,199.7,,,MSR
August,Montserrat,2002,199.4,,,MSR
July,Montserrat,2002,198.5,,,MSR
June,Montserrat,2002,198.9,,,MSR
May,Montserrat,2002,198.3,,,MSR
April,Montserrat,2002,196.3,,,MSR
March,Montserrat,2002,195.4,,,MSR
February,Montserrat,2002,198.1,,,MSR
January,Montserrat,2002,195.8,,,MSR
April,Cuba,2002,104.3,,,CUB
April,Dominica,2002,81.802,936,5910,DMA
April,Grenada,2002,78.32,937,5910,GRD
April,Guyana,2002,61.575,938,"5958,5938",GUY
April,Haiti,2002,57.66,276,"5962,2831",HTI
April,Jamaica,2002,61.3,277,"2833,5941",JAM
April,Dominican Republic,2002,34.99332405,270,"5947,2839",DOM
April,Saint Vincent and the Grenadines,2002,76.81225,940,5910,VCT
April,Saint Lucia,2002,87.15356,925,"2840,5948",LCA
April,Trinidad and Tobago,2002,96.68655,278,"2842,5950",TTO
May,Bahamas,2002,83.7,274,"3775,5930",BHS
May,Barbados,2002,98.2,275,"2822,5931",BRB
May,Belize,2002,79.727,934,"5952,1011",BLZ
May,Cuba,2002,104.6,,,CUB
May,Dominica,2002,81.486,936,5910,DMA
May,Grenada,2002,78.32,937,5910,GRD
May,Guyana,2002,61.938,938,"5938,5958",GUY
May,Haiti,2002,57.85,276,"2831,5962",HTI
May,Jamaica,2002,61.5,277,"2833,5941",JAM
May,Dominican Republic,2002,34.8683276,270,"2839,5947",DOM
May,Saint Vincent and the Grenadines,2002,76.20564,940,5910,VCT
May,Saint Lucia,2002,87.05502,925,"2840,5948",LCA
May,Trinidad and Tobago,2002,97.08482,278,"2842,5950",TTO
June,Bahamas,2002,83.76,274,"5930,3775",BHS
June,Barbados,2002,98.4,275,"2822,5931",BRB
June,Cuba,2002,105.7,,,CUB
June,Dominica,2002,80.992,936,5910,DMA
June,Grenada,2002,79.45,937,5910,GRD
June,Guyana,2002,62.482,938,"5938,5958",GUY
June,Haiti,2002,58.62,276,"2831,5962",HTI
June,Jamaica,2002,62,277,"2833,5941",JAM
June,Dominican Republic,2002,34.9080992,270,"2839,5947",DOM
June,Saint Vincent and the Grenadines,2002,75.90234,940,5910,VCT
June,Saint Lucia,2002,87.00575,925,"5948,2840",LCA
November,Jamaica,2002,64.6,277,"5941,2833",JAM
November,Haiti,2002,63.1,276,"2831,5962",HTI
November,Guyana,2002,63.643,938,"5938,5958",GUY
November,Grenada,2002,80.52,937,5910,GRD
November,Dominica,2002,81.527,936,5910,DMA
November,Cuba,2002,112.2,,,CUB
November,Belize,2002,80.832,934,"1011,5952",BLZ
November,Barbados,2002,99.8,275,"5931,2822",BRB
November,Bahamas,2002,85.19,274,"3775,5930",BHS
October,Trinidad and Tobago,2002,99.20477,278,"2842,5950",TTO
October,Saint Lucia,2002,86.80856,925,"2840,5948",LCA
October,Saint Vincent and the Grenadines,2002,75.90234,940,5910,VCT
December,Saint Kitts and Nevis,2002,76.78301,939,5910,KNA
September,Saint Kitts and Nevis,2002,76.89433,939,5910,KNA
June,Saint Kitts and Nevis,2002,76.65684,939,5910,KNA
March,Saint Kitts and Nevis,2002,75.68463,939,5910,KNA
June,Trinidad and Tobago,2002,97.81312,278,"5950,2842",TTO
July,Bahamas,2002,84.04,274,"3775,5930",BHS
July,Barbados,2002,98.6,275,"2822,5931",BRB
July,Cuba,2002,107.3,,,CUB
July,Dominica,2002,80.96,936,5910,DMA
July,Grenada,2002,79.54,937,5910,GRD
July,Guyana,2002,62.808,938,"5938,5958",GUY
July,Haiti,2002,59.21,276,"2831,5962",HTI
July,Jamaica,2002,62.9,277,"2833,5941",JAM
July,Dominican Republic,2002,35.04729979,270,"5947,2839",DOM
July,Saint Vincent and the Grenadines,2002,76.35729,940,5910,VCT
July,Saint Lucia,2002,86.9071,925,"2840,5948",LCA
July,Trinidad and Tobago,2002,97.62757,278,"2842,5950",TTO
August,Bahamas,2002,84.6,274,"3775,5930",BHS
August,Barbados,2002,98.8,275,"5931,2822",BRB
August,Belize,2002,80.182,934,"1011,5952",BLZ
August,Cuba,2002,108.1,,,CUB
August,Dominica,2002,81.47,936,5910,DMA
August,Grenada,2002,79.55,937,5910,GRD
August,Guyana,2002,62.881,938,"5938,5958",GUY
August,Haiti,2002,60.07,276,"2831,5962",HTI
August,Jamaica,2002,63.1,277,"2833,5941",JAM
August,Dominican Republic,2002,35.35979092,270,"2839,5947",DOM
August,Saint Vincent and the Grenadines,2002,77.64635,940,5910,VCT
August,Saint Lucia,2002,86.66065,925,"2840,5948",LCA
August,Trinidad and Tobago,2002,98.74089,278,"2842,5950",TTO
September,Bahamas,2002,84.59,274,"3775,5930",BHS
September,Barbados,2002,98.6,275,"2822,5931",BRB
September,Cuba,2002,109.7,,,CUB
September,Dominica,2002,81.648,936,5910,DMA
September,Grenada,2002,80.46,937,5910,GRD
September,Guyana,2002,62.99,938,"5938,5958",GUY
September,Haiti,2002,60.8,276,"2831,5962",HTI
September,Jamaica,2002,63.4,277,"2833,5941",JAM
September,Dominican Republic,2002,35.85693588,270,"2839,5947",DOM
September,Saint Vincent and the Grenadines,2002,77.49469,940,5910,VCT
September,Saint Lucia,2002,86.61138,925,"5948,2840",LCA
September,Trinidad and Tobago,2002,99.33731,278,"2842,5950",TTO
October,Bahamas,2002,84.59,274,"5930,3775",BHS
October,Barbados,2002,99.1,275,"5931,2822",BRB
October,Cuba,2002,111.6,,,CUB
October,Dominica,2002,81.608,936,5910,DMA
October,Grenada,2002,80.47,937,5910,GRD
October,Guyana,2002,63.57,938,"5938,5958",GUY
October,Haiti,2002,62.15,276,"2831,5962",HTI
October,Jamaica,2002,63.9,277,"5941,2833",JAM
October,Dominican Republic,2002,36.8995199,270,"2839,5947",DOM
November,Trinidad and Tobago,2002,99.40358,278,"2842,5950",TTO
February,Saint Kitts and Nevis,2003,77.16,939,5910,KNA
March,Saint Kitts and Nevis,2003,77.26,939,5910,KNA
April,Saint Kitts and Nevis,2003,77.31,939,5910,KNA
May,Saint Kitts and Nevis,2003,77.33,939,5910,KNA
June,Saint Kitts and Nevis,2003,78.66,939,5910,KNA
July,Saint Kitts and Nevis,2003,78.58,939,5910,KNA
August,Saint Kitts and Nevis,2003,78.72,939,5910,KNA
September,Saint Kitts and Nevis,2003,78.67,939,5910,KNA
October,Saint Kitts and Nevis,2003,78.76,939,5910,KNA
November,Saint Kitts and Nevis,2003,78.93,939,5910,KNA
December,Saint Kitts and Nevis,2003,79.11,939,5910,KNA
January,Montserrat,2003,199.1,,,MSR
February,Montserrat,2003,201.8,,,MSR
March,Montserrat,2003,201.3,,,MSR
January,Grenada,2003,80.66,937,5910,GRD
February,Grenada,2003,80.68,937,5910,GRD
March,Grenada,2003,80.77,937,5910,GRD
April,Grenada,2003,80.72,937,5910,GRD
May,Grenada,2003,80.99,937,5910,GRD
June,Grenada,2003,80.95,937,5910,GRD
