Year,Value,Source,Notes,ISO3,Country
1999,10.4,36,153,BRB,Barbados
1999,12.8,36,153,BLZ,Belize
1999,13.2,36,153,TTO,Trinidad and Tobago
2000,5.4,36,156,CUB,Cuba
2000,11.1,36,153,BLZ,Belize
2000,9.2,36,153,BRB,Barbados
2000,6.3,36,156,DOM,Dominican Republic
2000,12.2,36,153,TTO,Trinidad and Tobago
2000,14,36,156,SUR,Suriname
2000,15.5,36,153,JAM,Jamaica
2001,7.2,36,156,DOM,Dominican Republic
2001,4.1,36,156,CUB,Cuba
2001,15,36,153,JAM,Jamaica
2001,6.9,36,153,BHS,Bahamas
2001,9.1,36,153,BLZ,Belize
2001,10.8,36,153,TTO,Trinidad and Tobago
2001,9.9,36,153,BRB,Barbados
2001,14,36,156,SUR,Suriname
2002,10,36,156,SUR,Suriname
2002,10.4,36,153,TTO,Trinidad and Tobago
2002,14.2,36,"258,153",JAM,Jamaica
2002,10,36,153,BLZ,Belize
2002,9.1,36,153,BHS,Bahamas
2002,3.3,36,156,CUB,Cuba
2002,6.6,36,156,DOM,Dominican Republic
2002,10.3,36,153,BRB,Barbados
2003,2.3,36,156,CUB,Cuba
2003,11.4,36,"258,153",JAM,Jamaica
2003,12.9,36,153,BLZ,Belize
2003,6.7,36,156,DOM,Dominican Republic
2003,10.5,36,156,TTO,Trinidad and Tobago
2003,10.8,36,153,BHS,Bahamas
2003,11,36,153,BRB,Barbados
2003,7,36,156,SUR,Suriname
2004,8.4,36,156,SUR,Suriname
2004,11.6,36,153,BLZ,Belize
2004,9.8,36,153,BRB,Barbados
2004,5.1,36,156,DOM,Dominican Republic
2004,10.2,36,153,BHS,Bahamas
2004,1.9,36,156,CUB,Cuba
2004,8.4,36,156,TTO,Trinidad and Tobago
2004,11.7,36,"258,153",JAM,Jamaica
2005,11,36,153,BLZ,Belize
2005,6.4,36,156,DOM,Dominican Republic
2005,9.1,36,153,BRB,Barbados
2005,10.2,36,153,BHS,Bahamas
2005,11.2,36,156,SUR,Suriname
2005,8,36,156,TTO,Trinidad and Tobago
2005,1.9,36,156,CUB,Cuba
2005,11.3,36,"258,153",JAM,Jamaica
2006,10.3,36,"258,153",JAM,Jamaica
2006,1.9,36,156,CUB,Cuba
2006,5.5,36,156,DOM,Dominican Republic
2006,12.1,36,156,SUR,Suriname
2006,6.2,36,156,TTO,Trinidad and Tobago
2006,7.6,36,153,BHS,Bahamas
2006,9.4,36,153,BLZ,Belize
2006,8.7,36,153,BRB,Barbados
2007,5.6,36,156,TTO,Trinidad and Tobago
2007,7.4,36,153,BRB,Barbados
2007,1.8,36,156,CUB,Cuba
2007,9.8,36,"258,153",JAM,Jamaica
2007,5,36,156,DOM,Dominican Republic
2007,8.5,36,153,BLZ,Belize
2007,7.9,36,153,BHS,Bahamas
2008,4.7,36,156,DOM,Dominican Republic
2008,8.2,36,153,BLZ,Belize
2008,4.6,36,156,TTO,Trinidad and Tobago
2008,8.7,36,153,BHS,Bahamas
2008,8.1,36,153,BRB,Barbados
2008,1.6,36,156,CUB,Cuba
2008,10.6,36,"258,153",JAM,Jamaica
2009,10,36,153,BRB,Barbados
2009,13.1,36,153,BLZ,Belize
2009,11.4,36,"258,153",JAM,Jamaica
2009,5.3,36,156,TTO,Trinidad and Tobago
2009,5.3,36,156,DOM,Dominican Republic
2009,14.2,36,153,BHS,Bahamas
2009,1.7,36,156,CUB,Cuba
2010,10.8,36,153,BRB,Barbados
2010,12.4,36,"5844,153",JAM,Jamaica
2010,5,36,156,DOM,Dominican Republic
2010,5.9,36,156,TTO,Trinidad and Tobago
2010,2.5,36,156,CUB,Cuba
2010,12.5,36,153,BLZ,Belize
2011,12.6,36,"5844,153",JAM,Jamaica
2011,5.8,36,156,DOM,Dominican Republic
2011,5.1,36,156,TTO,Trinidad and Tobago
2011,15.9,36,153,BHS,Bahamas
2011,11.2,36,153,BRB,Barbados
2011,3.2,36,156,CUB,Cuba
2012,13.9,36,"5844,153",JAM,Jamaica
2012,6.5,36,156,DOM,Dominican Republic
2012,14,36,153,BHS,Bahamas
2012,11.6,36,153,BRB,Barbados
2012,15.3,36,153,BLZ,Belize
2012,3.8,36,156,CUB,Cuba
2012,5,36,6732,TTO,Trinidad and Tobago
2013,11,36,"4528,4529,153",BRB,Barbados
2013,15.4,36,"4529,153,5844,6554",JAM,Jamaica
2013,7,36,"339,4529,156",DOM,Dominican Republic
2013,16.2,36,"4529,153",BHS,Bahamas
