Year,Value,Source,Notes,ISO3,Country
1993,4561.5,,6705,DOM,Dominican Republic
1994,99.0517,,6705,DMA,Dominica
1994,86.7772,,,VCT,Saint Vincent and the Grenadines
1994,334.7305,,1309,BHS,Bahamas
1994,3946.4,,6705,DOM,Dominican Republic
1994,103.8635,,,LCA,Saint Lucia
1994,875.092,,6705,HTI,Haiti
1994,276.5043,,,ATG,Antigua and Barbuda
1994,96.1504,,6705,GRD,Grenada
1994,50.885,,,KNA,Saint Kitts and Nevis
1994,9082.8,,3747,CUB,Cuba
1994,871.2,,,BRB,Barbados
1994,2000,,6705,GUY,Guyana
1995,3452,,6705,JAM,Jamaica
1995,304.6559,,1309,BHS,Bahamas
1995,114.2295,,,LCA,Saint Lucia
1995,2058,,6705,GUY,Guyana
1995,87.2808,,,VCT,Saint Vincent and the Grenadines
1995,53.1552,,,KNA,Saint Kitts and Nevis
1995,1905,,6705,TTO,Trinidad and Tobago
1995,95.9567,,6705,GRD,Grenada
1995,901.207,,6705,HTI,Haiti
1995,881.2,,,BRB,Barbados
1995,3998.6,,6705,DOM,Dominican Republic
1995,105.02,,6705,DMA,Dominica
1995,10504,,3747,CUB,Cuba
1995,285.6042,,,ATG,Antigua and Barbuda
1996,911.229,,,BRB,Barbados
1996,1537,,6705,GUY,Guyana
1996,3806.6,,6705,DOM,Dominican Republic
1996,914.3,,6705,HTI,Haiti
1996,98.4362,,6705,GRD,Grenada
1996,1876,,6705,TTO,Trinidad and Tobago
1996,59.3721,,,KNA,Saint Kitts and Nevis
1996,86.8065,,,VCT,Saint Vincent and the Grenadines
1996,284.094,,1309,BHS,Bahamas
1996,124.9893,,,LCA,Saint Lucia
1996,3231.9,,6705,JAM,Jamaica
1996,274.5713,,,ATG,Antigua and Barbuda
1996,10456,,3747,CUB,Cuba
1996,105.12,,6705,DMA,Dominica
1997,3277.6,,6705,JAM,Jamaica
1997,346.5869,,,ATG,Antigua and Barbuda
1997,1513,,6705,GUY,Guyana
1997,91.09,,6705,DMA,Dominica
1997,1024.85,,6705,HTI,Haiti
1997,106.2947,,,KNA,Saint Kitts and Nevis
1997,10146,,3747,CUB,Cuba
1997,1564.8,,6705,TTO,Trinidad and Tobago
1997,1191.051,,,BRB,Barbados
1997,3572.2,,6705,DOM,Dominican Republic
1997,88.7514,,,VCT,Saint Vincent and the Grenadines
1997,102.9971,,6705,GRD,Grenada
1997,134.4568,,,LCA,Saint Lucia
1997,335.9938,,1309,BHS,Bahamas
1998,123.5959,,,KNA,Saint Kitts and Nevis
1998,105.0975,,6705,GRD,Grenada
1998,100.6889,,,VCT,Saint Vincent and the Grenadines
1998,338.1775,,1309,BHS,Bahamas
1998,3546.07,,6705,DOM,Dominican Republic
1998,394.4846,,,ATG,Antigua and Barbuda
1998,1169.474,,,BRB,Barbados
1998,3306.4,,6705,JAM,Jamaica
1998,1471.1,,6705,TTO,Trinidad and Tobago
1998,11208.9,,3747,CUB,Cuba
1998,1516,,6705,GUY,Guyana
1998,93.05,,6705,DMA,Dominica
1998,133.6881,,,LCA,Saint Lucia
1998,232.8,,1309,BLZ,Belize
1998,1104.2,,6705,HTI,Haiti
1999,398.1586,,,ATG,Antigua and Barbuda
1999,1210,,6705,GUY,Guyana
1999,355.2518,,1309,BHS,Bahamas
1999,1353.869,,,BRB,Barbados
1999,255.4,,1309,BLZ,Belize
1999,1162.3,,6705,HTI,Haiti
1999,136.19,,6705,DMA,Dominica
1999,1584.8,,6705,TTO,Trinidad and Tobago
1999,114.8665,,6705,GRD,Grenada
1999,3661.19,,6705,DOM,Dominican Republic
1999,152.7873,,,LCA,Saint Lucia
1999,159.7309,,,VCT,Saint Vincent and the Grenadines
1999,11078,,3747,CUB,Cuba
1999,3024.1,,6705,JAM,Jamaica
1999,152.4215,,,KNA,Saint Kitts and Nevis
2000,161.9598,,,KNA,Saint Kitts and Nevis
2000,138.8662,,6705,GRD,Grenada
2000,10961.3,,3747,CUB,Cuba
2000,290.77,,6705,SUR,Suriname
2000,170.021,,,LCA,Saint Lucia
2000,1170.3,,6705,HTI,Haiti
2000,1680.4,,6705,TTO,Trinidad and Tobago
2000,349.7626,,1309,BHS,Bahamas
2000,160.428,,,VCT,Saint Vincent and the Grenadines
2000,152.77,,6705,DMA,Dominica
2000,1898.856,,,BRB,Barbados
2000,430.8,,1309,BLZ,Belize
2000,3679.4,,6705,DOM,Dominican Republic
2000,1193.183,,6705,GUY,Guyana
2000,391.3757,,,ATG,Antigua and Barbuda
2000,3375.3,,6705,JAM,Jamaica
2001,2266.526,,,BRB,Barbados
2001,204.1591,,,LCA,Saint Lucia
2001,213.9,,,KNA,Saint Kitts and Nevis
2001,154.1831,,6705,GRD,Grenada
2001,349.5,,6705,SUR,Suriname
2001,494.9,,1309,BLZ,Belize
2001,1665.9,,6705,TTO,Trinidad and Tobago
2001,4146,,6705,JAM,Jamaica
2001,10893,,3747,CUB,Cuba
2001,168.3058,,,VCT,Saint Vincent and the Grenadines
2001,4176.1,,6705,DOM,Dominican Republic
2001,388.1398,,,ATG,Antigua and Barbuda
2001,1197.301,,6705,GUY,Guyana
2001,177.8,,6705,DMA,Dominica
2001,1188.8,,6705,HTI,Haiti
2001,327.9241,,1309,BHS,Bahamas
2002,372.006,,6705,SUR,Suriname
2002,261.618,,6705,GRD,Grenada
2002,204.68,,6705,DMA,Dominica
2002,4536.4,,6705,DOM,Dominican Republic
2002,1246.66,,6705,GUY,Guyana
2002,309.5,,1309,BHS,Bahamas
2002,167.5988,,,VCT,Saint Vincent and the Grenadines
2002,1228.8,,6705,HTI,Haiti
2002,10900,,3747,CUB,Cuba
2002,651.6,,1309,BLZ,Belize
2002,246,,,LCA,Saint Lucia
2002,265.11,,,KNA,Saint Kitts and Nevis
2002,4347.5,,6705,JAM,Jamaica
2002,2321.294,,,BRB,Barbados
2002,1549.1,,6705,TTO,Trinidad and Tobago
2002,433.7001,,,ATG,Antigua and Barbuda
2003,383.185,,6705,SUR,Suriname
2003,2475.096,,,BRB,Barbados
2003,363.5,,1309,BHS,Bahamas
2003,4192.1,,6705,JAM,Jamaica
2003,1553,,6705,TTO,Trinidad and Tobago
2003,324,,,LCA,Saint Lucia
2003,822.03,,1309,BLZ,Belize
2003,11300,,3747,CUB,Cuba
2003,1084.636,,6705,GUY,Guyana
2003,1315.8,,6705,HTI,Haiti
2003,194.5412,,,VCT,Saint Vincent and the Grenadines
2003,317.2,,,KNA,Saint Kitts and Nevis
2003,5987,,6705,DOM,Dominican Republic
2003,222.52,,6705,DMA,Dominica
2003,279.2711,,6705,GRD,Grenada
2003,497.1749,,,ATG,Antigua and Barbuda
2004,5120.4,,6705,JAM,Jamaica
2004,208.57,,6705,DMA,Dominica
2004,218.88,,,VCT,Saint Vincent and the Grenadines
2004,345.2,,1309,BHS,Bahamas
2004,531.9908,,,ATG,Antigua and Barbuda
2004,317.11,,,KNA,Saint Kitts and Nevis
2004,331.1661,,6705,GRD,Grenada
2004,6379.7,,6705,DOM,Dominican Republic
2004,1375.9,,6705,HTI,Haiti
2004,344,,,LCA,Saint Lucia
2004,2434.583,,,BRB,Barbados
2004,384.175,,6705,SUR,Suriname
2004,912.7,,1309,BLZ,Belize
2004,1071.173,,6705,GUY,Guyana
2004,1364,,6705,TTO,Trinidad and Tobago
2004,5806,,3747,CUB,Cuba
2005,298.7888,,,KNA,Saint Kitts and Nevis
2005,5375.5,,6705,JAM,Jamaica
2005,401.2788,,6705,GRD,Grenada
2005,1334.9,,6705,HTI,Haiti
2005,2695.399,,,BRB,Barbados
2005,231.3492,,,VCT,Saint Vincent and the Grenadines
2005,317.3753,,,ATG,Antigua and Barbuda
2005,5847.108,,6705,DOM,Dominican Republic
2005,337.5,,1309,BHS,Bahamas
2005,969.7,,1309,BLZ,Belize
2005,220.96,,6705,DMA,Dominica
2005,390.303,,6705,SUR,Suriname
2005,1214.568,,6705,GUY,Guyana
2005,1329.4,,6705,TTO,Trinidad and Tobago
2005,387.64,,,LCA,Saint Lucia
2005,5898.2,,3747,CUB,Cuba
2006,7793.7,,3747,CUB,Cuba
2006,391.11,,6705,SUR,Suriname
2006,224.63,,6705,DMA,Dominica
2006,6295.4689,,6705,DOM,Dominican Republic
2006,334,,1309,BHS,Bahamas
2006,5795.6,,6705,JAM,Jamaica
2006,320.5234,,,ATG,Antigua and Barbuda
2006,985,,1309,BLZ,Belize
2006,1484.2,,6705,HTI,Haiti
2006,220,,,VCT,Saint Vincent and the Grenadines
2006,2990.826,,,BRB,Barbados
2006,481,,6705,GRD,Grenada
2006,1261,,6705,TTO,Trinidad and Tobago
2006,403.99,,,LCA,Saint Lucia
2006,1043,,6705,GUY,Guyana
2006,310.4074,,,KNA,Saint Kitts and Nevis
2007,313.0218,,,KNA,Saint Kitts and Nevis
2007,6555.6358,,6705,DOM,Dominican Republic
2007,241.1,,6705,DMA,Dominica
2007,415.43,,,LCA,Saint Lucia
2007,297.89,,6705,SUR,Suriname
2007,972.7,,1309,BLZ,Belize
2007,8908.2,,3747,CUB,Cuba
2007,718.619,,6705,GUY,Guyana
2007,6122.7,,6705,JAM,Jamaica
2007,480.5,,,ATG,Antigua and Barbuda
2007,1628.1,,6705,HTI,Haiti
2007,3130.2,,,BRB,Barbados
2007,218.8811,,,VCT,Saint Vincent and the Grenadines
2007,1392.3,,6705,TTO,Trinidad and Tobago
2007,468.8947,,6705,GRD,Grenada
2007,336.8,,1309,BHS,Bahamas
2008,3486.7842,,,BRB,Barbados
2008,1445,,6705,TTO,Trinidad and Tobago
2008,435.8,,,ATG,Antigua and Barbuda
2008,481.4191,,6705,GRD,Grenada
2008,1917.4008,,6705,HTI,Haiti
2008,6343.72,,6705,JAM,Jamaica
2008,7218.83,,6705,DOM,Dominican Republic
2008,833.658,,6705,GUY,Guyana
2008,319.266,,6705,SUR,Suriname
2008,957.7,,1309,BLZ,Belize
2008,364,,,LCA,Saint Lucia
2008,328.3822,,,KNA,Saint Kitts and Nevis
2008,234.657,,,VCT,Saint Vincent and the Grenadines
2008,234.3,,6705,DMA,Dominica
2008,443.1,,1309,BHS,Bahamas
2009,221.9,,6705,DMA,Dominica
2009,1272.3,,6705,HTI,Haiti
2009,1422,,6705,TTO,Trinidad and Tobago
2009,415.7388,,,ATG,Antigua and Barbuda
2009,4009.44,,,BRB,Barbados
2009,8214.6171,,6705,DOM,Dominican Republic
2009,936.601,,6705,GUY,Guyana
2009,512.3741,,6705,GRD,Grenada
2009,260.854,,,VCT,Saint Vincent and the Grenadines
2009,375,,,LCA,Saint Lucia
2009,269.09,,6705,SUR,Suriname
2009,1015.6,,1309,BLZ,Belize
2009,306.3037,,,KNA,Saint Kitts and Nevis
2009,766.6,,1309,BHS,Bahamas
2009,6594.3,,6705,JAM,Jamaica
2010,710.7,,1309,BHS,Bahamas
2010,393.0037,,,LCA,Saint Lucia
2010,333.936,,6705,SUR,Suriname
2010,273.404,,,VCT,Saint Vincent and the Grenadines
2010,1009.2,,1309,BLZ,Belize
2010,9946.9085,,6705,DOM,Dominican Republic
2010,537.6744,,6705,GRD,Grenada
2010,1561,,6705,TTO,Trinidad and Tobago
2010,8389.5,,6705,JAM,Jamaica
2010,431.4933,,,ATG,Antigua and Barbuda
2010,4484.5533,,,BRB,Barbados
2010,241.7314,,6705,DMA,Dominica
2010,1042.877,,6705,GUY,Guyana
2010,353.27,,6705,HTI,Haiti
2010,302.2748,,,KNA,Saint Kitts and Nevis
2011,726.8,,6705,HTI,Haiti
2011,1110.92,,6705,GUY,Guyana
2011,247.5985,,6705,DMA,Dominica
2011,513.6,,6705,GRD,Grenada
2011,8874.76,,6705,JAM,Jamaica
2011,1638.5,,6705,TTO,Trinidad and Tobago
2011,444.1788,,,ATG,Antigua and Barbuda
2011,798.5,,1309,BHS,Bahamas
2011,1398,,1309,BLZ,Belize
2011,11625.4264,,6705,DOM,Dominican Republic
2011,462.9,,6705,SUR,Suriname
2011,282.77,,,VCT,Saint Vincent and the Grenadines
2011,290.0407,,,KNA,Saint Kitts and Nevis
2011,383.8781,,,LCA,Saint Lucia
2012,1049.1,,6705,HTI,Haiti
2012,12871.5,,6705,DOM,Dominican Republic
2012,564.3,,6705,SUR,Suriname
2012,1858.8,,6705,TTO,Trinidad and Tobago
2012,1037.3,,1309,BHS,Bahamas
2012,253.8,,6705,DMA,Dominica
2012,6270.34,,6705,JAM,Jamaica
2012,1457,,1309,BLZ,Belize
